relative_path,char,roman_label,frames,is_cropped,signer,type
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_KHA_to_GA.npz,ग,trans_KHA_to_GA,21,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\GA_257_336.npz,ग,GA,80,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_GA_to_GHA.npz,घ,trans_GA_to_GHA,30,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\GHA_367_460.npz,घ,GHA,94,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_GHA_to_NGA.npz,ङ,trans_GHA_to_NGA,34,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\NGA_495_593.npz,ङ,NGA,99,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_NGA_to_CHA.npz,च,trans_NGA_to_CHA,25,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\CHA_619_705.npz,च,CHA,87,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_CHA_to_CHHA.npz,छ,trans_CHA_to_CHHA,35,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\CHHA_741_835.npz,छ,CHHA,95,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_CHHA_to_JA.npz,ज,trans_CHHA_to_JA,29,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\JA_865_942.npz,ज,JA,78,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_JA_to_JHA.npz,झ,trans_JA_to_JHA,46,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\JHA_989_1064.npz,झ,JHA,76,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_JHA_to_YAN.npz,ञ,trans_JHA_to_YAN,15,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\YAN_1080_1177.npz,ञ,YAN,98,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_YAN_to_TA.npz,ट,trans_YAN_to_TA,26,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\TA_1204_1277.npz,ट,TA,74,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_TA_to_THA.npz,ठ,trans_TA_to_THA,33,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\THA_1311_1374.npz,ठ,THA,64,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_THA_to_DA.npz,ड,trans_THA_to_DA,37,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\DA_1412_1495.npz,ड,DA,84,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_DA_to_DHA.npz,ढ,trans_DA_to_DHA,38,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\DHA_1534_1594.npz,ढ,DHA,61,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_DHA_to_NA.npz,ण,trans_DHA_to_NA,22,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\NA_1617_1701.npz,ण,,85,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_NA_to_TAA.npz,त,trans_NA_to_TAA,36,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\TAA_1738_1803.npz,त,TAA,66,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_TAA_to_THAA.npz,थ,trans_TAA_to_THAA,30,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\THAA_1834_1911.npz,थ,THAA,78,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_THAA_to_DAA.npz,द,trans_THAA_to_DAA,36,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\DAA_1948_2009.npz,द,DAA,62,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_DAA_to_DHAA.npz,ध,trans_DAA_to_DHAA,25,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\DHAA_2035_2117.npz,ध,DHAA,83,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_DHAA_to_NAA.npz,न,trans_DHAA_to_NAA,27,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\NAA_2145_2222.npz,न,NAA,78,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_NAA_to_PA.npz,प,trans_NAA_to_PA,30,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\PA_2253_2335.npz,प,PA,83,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_PA_to_PHA.npz,फ,trans_PA_to_PHA,42,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\PHA_2378_2452.npz,फ,PHA,75,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_PHA_to_BA.npz,ब,trans_PHA_to_BA,54,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\BA_2507_2577.npz,ब,BA,71,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_BA_to_BHA.npz,भ,trans_BA_to_BHA,30,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\BHA_2608_2670.npz,भ,BHA,63,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_BHA_to_MA.npz,म,trans_BHA_to_MA,28,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\MA_2699_2775.npz,म,MA,77,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_MA_to_YA.npz,य,trans_MA_to_YA,20,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\YA_2796_2871.npz,य,YA,76,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_YA_to_RA.npz,र,trans_YA_to_RA,35,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\RA_2907_2984.npz,र,RA,78,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_RA_to_LA.npz,ल,trans_RA_to_LA,25,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\LA_3010_3102.npz,ल,LA,93,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_LA_to_WA.npz,व,trans_LA_to_WA,40,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\WA_3143_3213.npz,व,WA,71,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_WA_to_T_SHA.npz,श,trans_WA_to_T_SHA,23,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\T_SHA_3237_3308.npz,श,T_SHA,72,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_T_SHA_to_M_SHA.npz,ष,trans_T_SHA_to_M_SHA,32,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\M_SHA_3341_3466.npz,ष,M_SHA,126,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_M_SHA_to_D_SHA.npz,स,trans_M_SHA_to_D_SHA,31,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\D_SHA_3498_3593.npz,स,D_SHA,96,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_D_SHA_to_HA.npz,ह,trans_D_SHA_to_HA,29,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\HA_3623_3729.npz,ह,HA,107,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_HA_to_KSHA.npz,क्ष,trans_HA_to_KSHA,53,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\KSHA_3783_3830.npz,क्ष,KSHA,48,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_KSHA_to_TRA.npz,त्र,trans_KSHA_to_TRA,30,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\TRA_3861_3921.npz,त्र,TRA,61,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\trans_TRA_to_GYA.npz,ज्ञ,trans_TRA_to_GYA,35,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_all_consonant_Phone_Camera\GYA_3957_4025.npz,ज्ञ,GYA,69,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\KA_123_215.npz,क,KA,93,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_KA_to_KHA.npz,ख,trans_KA_to_KHA,23,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\KHA_239_313.npz,ख,KHA,75,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_KHA_to_GA.npz,ग,trans_KHA_to_GA,27,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\GA_341_393.npz,ग,GA,53,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_GA_to_GHA.npz,घ,trans_GA_to_GHA,40,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\GHA_434_473.npz,घ,GHA,40,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_GHA_to_NGA.npz,ङ,trans_GHA_to_NGA,73,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\NGA_547_603.npz,ङ,NGA,57,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_NGA_to_CHA.npz,च,trans_NGA_to_CHA,37,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\CHA_641_706.npz,च,CHA,66,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_CHA_to_CHHA.npz,छ,trans_CHA_to_CHHA,23,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\CHHA_730_814.npz,छ,CHHA,85,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_CHHA_to_JA.npz,ज,trans_CHHA_to_JA,23,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\JA_838_897.npz,ज,JA,60,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_JA_to_JHA.npz,झ,trans_JA_to_JHA,29,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\JHA_927_1004.npz,झ,JHA,78,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_JHA_to_YAN.npz,ञ,trans_JHA_to_YAN,19,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\YAN_1024_1097.npz,ञ,YAN,74,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_YAN_to_TA.npz,ट,trans_YAN_to_TA,23,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\TA_1121_1180.npz,ट,TA,60,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_TA_to_THA.npz,ठ,trans_TA_to_THA,46,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\THA_1227_1263.npz,ठ,THA,37,True,S3,sign
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\trans_THA_to_DA.npz,ड,trans_THA_to_DA,22,True,S3,transition
sequences\NSL_Consonant_Multi\S3_NSL_Consonant_Prepared\S3_Consonant_Camera\DA_1286_1366.npz,ड,DA,81,True,S3,sign
